dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59c4c090-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59c4c090-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59c4c090-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59c4c090-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1c7c11-5567-11e8-8008-dca9047ef277,Caltech Camera Traps : 51,3,bobcat,lynx rufus,bobcat,07-16-2011 03:37:21,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002873.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002873.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002873.jpg,NACTI : CA-09_08_13_2015_CA-09_0002873.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58c66255-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58c66255-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58c66255-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58c66255-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f5daaf0-5567-11e8-ad26-dca9047ef277,Caltech Camera Traps : 76,1,bobcat,lynx rufus,bobcat,05-03-2014 04:03:04,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001955.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001955.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001955.jpg,NACTI : CA-08_08_04_2015_CA-08_0001955.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/594083e0-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/594083e0-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/594083e0-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 594083e0-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70167c9c-5567-11e8-b4d2-dca9047ef277,Caltech Camera Traps : 94,1,bobcat,lynx rufus,bobcat,11-09-2013 07:00:29,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a07cbeb-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a07cbeb-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a07cbeb-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a07cbeb-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70181b75-5567-11e8-a783-dca9047ef277,Caltech Camera Traps : 37,3,bobcat,lynx rufus,bobcat,05-13-2014 22:55:11,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/597e6462-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/597e6462-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/597e6462-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 597e6462-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 7018f0cf-5567-11e8-98f3-dca9047ef277,Caltech Camera Traps : 14,1,bobcat,lynx rufus,bobcat,09-09-2013 01:00:39,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/595005e0-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/595005e0-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/595005e0-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 595005e0-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 700a23ca-5567-11e8-9c33-dca9047ef277,Caltech Camera Traps : 66,1,bobcat,lynx rufus,bobcat,03-15-2012 05:35:00,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub016/2014_Unit88_Ivan124_img0139.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub016/2014_Unit88_Ivan124_img0139.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub016/2014_Unit88_Ivan124_img0139.jpg,NACTI : 2014_Unit88_Ivan124_img0139.jpg,NACTI : unknown,NACTI : sanjuan_2014_Unit88_Ivan124,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005608.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005608.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005608.jpg,NACTI : CA-09_02_11_2016_CA-09_0005608.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub034/CA-03_02_11_2016_CA-03_0019331.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub034/CA-03_02_11_2016_CA-03_0019331.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub034/CA-03_02_11_2016_CA-03_0019331.jpg,NACTI : CA-03_02_11_2016_CA-03_0019331.jpg,NACTI : unknown,NACTI : lebec_CA-03,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000531.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000531.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_04_06_2015_CA-09_0000531.jpg,NACTI : CA-09_04_06_2015_CA-09_0000531.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59b4846c-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59b4846c-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59b4846c-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59b4846c-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1283ae-5567-11e8-8b1d-dca9047ef277,Caltech Camera Traps : 28,1,bobcat,lynx rufus,bobcat,07-24-2011 12:14:02,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002677.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002677.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002677.jpg,NACTI : CA-09_08_13_2015_CA-09_0002677.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59adfcc6-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59adfcc6-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59adfcc6-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59adfcc6-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f16a770-5567-11e8-83dd-dca9047ef277,Caltech Camera Traps : 46,3,bobcat,lynx rufus,bobcat,06-11-2011 19:41:54,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001761.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001761.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001761.jpg,NACTI : CA-08_08_04_2015_CA-08_0001761.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005599.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005599.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005599.jpg,NACTI : CA-09_02_11_2016_CA-09_0005599.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a015dcf-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a015dcf-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a015dcf-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a015dcf-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f193e2e-5567-11e8-82bf-dca9047ef277,Caltech Camera Traps : 5,3,bobcat,lynx rufus,bobcat,01-03-2012 01:32:11,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a2c85e2-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a2c85e2-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a2c85e2-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a2c85e2-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 7009b173-5567-11e8-a14a-dca9047ef277,Caltech Camera Traps : 62,1,bobcat,lynx rufus,bobcat,04-02-2011 04:00:00,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001962.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001962.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_08_04_2015_CA-08_0001962.jpg,NACTI : CA-08_08_04_2015_CA-08_0001962.jpg,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008793.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008793.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub041/CA-08_05_13_2016_CA-08_0008793.JPG,NACTI : CA-08_05_13_2016_CA-08_0008793.JPG,NACTI : unknown,NACTI : lebec_CA-08,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005484.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005484.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005484.jpg,NACTI : CA-09_02_11_2016_CA-09_0005484.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a2964d1-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a2964d1-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a2964d1-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a2964d1-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f125eb0-5567-11e8-bd39-dca9047ef277,Caltech Camera Traps : 28,1,bobcat,lynx rufus,bobcat,04-20-2011 20:39:02,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59d27bc6-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59d27bc6-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59d27bc6-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59d27bc6-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f055300-5567-11e8-8fec-dca9047ef277,Caltech Camera Traps : 38,2,bobcat,lynx rufus,bobcat,06-07-2012 18:15:49,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/598494c6-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/598494c6-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/598494c6-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 598494c6-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f1c854a-5567-11e8-a89c-dca9047ef277,Caltech Camera Traps : 51,2,bobcat,lynx rufus,bobcat,07-16-2011 03:54:39,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002665.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002665.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_08_13_2015_CA-09_0002665.jpg,NACTI : CA-09_08_13_2015_CA-09_0002665.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a0e35b0-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a0e35b0-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a0e35b0-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a0e35b0-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70089bde-5567-11e8-ac7b-dca9047ef277,Caltech Camera Traps : 36,1,bobcat,lynx rufus,bobcat,08-22-2011 23:43:00,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59fe20e6-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59fe20e6-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59fe20e6-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59fe20e6-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f17df02-5567-11e8-b342-dca9047ef277,Caltech Camera Traps : 46,1,bobcat,lynx rufus,bobcat,11-28-2011 01:09:01,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005321.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005321.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part0/sub042/CA-09_02_11_2016_CA-09_0005321.jpg,NACTI : CA-09_02_11_2016_CA-09_0005321.jpg,NACTI : unknown,NACTI : lebec_CA-09,-1,lynx rufus,lynx rufus,bobcat,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59f2c26b-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59f2c26b-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59f2c26b-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59f2c26b-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70141aa6-5567-11e8-b0cc-dca9047ef277,Caltech Camera Traps : 61,3,bobcat,lynx rufus,bobcat,11-07-2014 04:07:13,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/591367f8-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/591367f8-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/591367f8-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 591367f8-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f154968-5567-11e8-8b7e-dca9047ef277,Caltech Camera Traps : 98,2,bobcat,lynx rufus,bobcat,06-27-2011 12:42:59,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,lynx,lynx rufus,,
